YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2020,2020,US,United States,BRFSS,Health Status,Recent activity limitation among adults,,Number,Age-adjusted Mean,2.9,2.9,,,2.8,2.9,Sex,Female,,,,,,59,HEA,HEA04,,AGEADJMEAN,SEX,SEXF,,,,
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,9537,9537,,,,,Sex,Male,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,486,486,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN03,,NMBR,OVERALL,OVR,,,,
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,2880,2880,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN07,,NMBR,RACE,HIS,,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,519,519,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN05,,NMBR,RACE,WHT,,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,8102,8102,,,,,Sex,Male,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,ME,Maine,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,9238,9238,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN07,,NMBR,OVERALL,OVR,,,,
2015,2019,NJ,New Jersey,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,5587,5587,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN07,,NMBR,RACE,HIS,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,2547,2547,,,,,Sex,Female,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN02,,NMBR,SEX,SEXF,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,548,548,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2015,2019,SD,South Dakota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,20.2,20.2,,,18.4,22.2,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),46,CAN,CAN05,,CRDRATE,OVERALL,OVR,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.9,2.9,,,2.8,3,Sex,Female,,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN03,,CRDRATE,SEX,SEXF,,,,
2015,2019,US,United States,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,314982,314982,,,,,Sex,Male,,,,,,59,CAN,CAN08,,NMBR,SEX,SEXM,,,,
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,23,23,,,20.7,25.5,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN05,,CRDRATE,OVERALL,OVR,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,31.6,31.6,,,30,33.2,Sex,Female,,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN02,,CRDRATE,SEX,SEXF,,,,
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,444.6,444.6,,,441.4,447.8,Sex,Female,,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2020,2020,ID,Idaho,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,Number,Number,25,25,,,,,Age,Age >=65,,,,,POINT (-114.3637300419997 43.682630005000476),16,DIA,DIA04,,NMBR,AGE,AGE65P,,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,66,66,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,1408,1408,,,,,Sex,Male,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN04,,NMBR,SEX,SEXM,,,,
2016,2020,CA,California,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,4503,4503,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2016,2020,CA,California,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,484,484,,,,,Sex,Female,,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN03,,NMBR,SEX,SEXF,,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-77.036871 38.907192),11,CAN,CAN03,,NMBR,SEX,SEXM,,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,1479,1479,,,,,Sex,Female,,,,,POINT (-77.036871 38.907192),11,CAN,CAN07,,NMBR,SEX,SEXF,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN02,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,3644,3644,,,,,Sex,Female,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN07,,NMBR,SEX,SEXF,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,1231,1231,,,,,Sex,Male,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN05,,NMBR,SEX,SEXM,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,560.6,560.6,,,558,563.2,Sex,Male,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN07,,CRDRATE,SEX,SEXM,,,,
2016,2020,IA,Iowa,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,185.3,185.3,,,182.5,188.1,Sex,Male,,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN08,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,19.8,19.8,,,18.9,20.8,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN02,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,14.6,14.6,,,11.2,18.6,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN02,,AGEADJRATE,RACE,HIS,,,,
2016,2020,ME,Maine,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,4764,4764,,,,,Sex,Male,,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,428.3,428.3,,,425.5,431.1,Sex,Female,,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.2,1.2,,,1,1.4,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN03,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,20,20,,,18.8,21.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN02,,AGEADJRATE,RACE,WHT,,,,
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,1833,1833,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN04,,NMBR,OVERALL,OVR,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,20,20,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN03,,NMBR,RACE,WHT,,,,
2016,2020,NH,New Hampshire,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,622.4,622.4,,,614.1,630.9,Sex,Female,,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN07,,CRDRATE,SEX,SEXF,,,,
2016,2020,NM,New Mexico,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,4697,4697,,,,,Sex,Male,,,,,POINT (-106.24058098499967 34.52088095200048),35,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2016,2020,NC,North Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,30211,30211,,,,,Sex,Male,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2016,2020,SC,South Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,22.6,22.6,,,21.8,23.5,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN05,,CRDRATE,OVERALL,OVR,,,,
2016,2020,SC,South Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,558,558,,,,,Sex,Male,,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN05,,NMBR,SEX,SEXM,,,,
2016,2020,SD,South Dakota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,7,7,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,CAN,CAN08,,NMBR,RACE,BLK,,,,
2016,2020,UT,Utah,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,6,6,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),49,CAN,CAN02,,NMBR,RACE,API,,,,
2016,2020,VT,Vermont,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,158,158,,,,,Sex,Female,,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN04,,NMBR,SEX,SEXF,,,,
2016,2020,WV,West Virginia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,286,286,,,,,Sex,Female,,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN02,,NMBR,SEX,SEXF,,,,
2016,2020,WV,West Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,697,697,,,689.3,704.8,Sex,Male,,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN07,,CRDRATE,SEX,SEXM,,,,
2016,2020,WI,Wisconsin,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,16451,16451,,,,,Sex,Female,,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN07,,NMBR,SEX,SEXF,,,,
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,15,15,,,13.6,16.4,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN01,,CRDRATE,OVERALL,OVR,,,,
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.1,2.1,,,1.4,3,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN03,,CRDRATE,OVERALL,OVR,,,,
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.1,2.1,,,1.4,3,Sex,Female,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN03,,CRDRATE,SEX,SEXF,,,,
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,542,542,,,,,Sex,Male,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN08,,NMBR,SEX,SEXM,,,,
2018,2019,AL,Alabama,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,40.9,40.9,,,34.4,47.7,Sex,Female,,,,,POINT (-86.63186076199969 32.84057112200048),1,SLEP,SLP01,,CRDPREV,SEX,SEXF,,,,
2020,2020,KY,Kentucky,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,41.6,41.6,,,33,50.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,IMM,IMM01,,CRDPREV,RACE,BLK,,,,
2018,2019,ID,Idaho,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,27.3,27.3,,,22.2,33.1,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,SLEP,SLP01,,CRDPREV,SEX,SEXM,,,,
2018,2019,KS,Kansas,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,34.2,34.2,,,28.3,40.6,Sex,Male,,,,,POINT (-98.20078122699965 38.34774030000045),20,SLEP,SLP01,,CRDPREV,SEX,SEXM,,,,
2018,2019,MD,Maryland,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,41.6,41.6,,,35.5,48.1,Sex,Female,,,,,POINT (-76.60926011099963 39.29058096400047),24,SLEP,SLP01,,CRDPREV,SEX,SEXF,,,,
2018,2019,MN,Minnesota,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,,%,Crude Prevalence,36.4,36.4,,,29,44.6,Sex,Male,,,,,POINT (-94.79420050299967 46.35564873600049),27,NPAW,NPW07,,CRDPREV,SEX,SEXM,,,,
2018,2019,MO,Missouri,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,31.7,31.7,,,27,36.7,Age,Age 6-14,,,,,POINT (-92.56630005299968 38.635790776000476),29,SLEP,SLP01,,CRDPREV,AGE,AGE6_14,,,,
2018,2019,MT,Montana,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,26,26,,,20.8,32,Sex,Female,,,,,POINT (-109.42442064499971 47.06652897200047),30,SLEP,SLP01,,CRDPREV,SEX,SEXF,,,,
2018,2019,NV,Nevada,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,,%,Crude Prevalence,17.2,17.2,,,12,24.1,Sex,Male,,,,,POINT (-117.07184056399967 39.493240390000494),32,NPAW,NPW07,,CRDPREV,SEX,SEXM,,,,
2018,2019,ND,North Dakota,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,25.5,25.5,,,20.3,31.5,Sex,Female,,,,,POINT (-100.11842104899966 47.47531977900047),38,SLEP,SLP01,,CRDPREV,SEX,SEXF,,,,
2018,2019,US,United States,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,34.4,34.4,,,33.5,35.4,Overall,Overall,,,,,,59,SLEP,SLP01,,CRDPREV,OVERALL,OVR,,,,
2018,2019,UT,Utah,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,,%,Crude Prevalence,62.7,62.7,,,56.2,68.8,Age,Age 12-17,,,,,POINT (-111.58713063499971 39.360700171000474),49,ORH,ORH05,,CRDPREV,AGE,AGE1217,,,,
2018,2019,VI,Virgin Islands,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,,%,Crude Prevalence,,,*,No data available,,,Sex,Male,,,,,POINT (-64.896335 18.335765),78,ORH,ORH05,,CRDPREV,SEX,SEXM,,,,
2018,2019,WV,West Virginia,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,45.5,45.5,,,38.5,52.7,Age,Age 4 m - 5 y,,,,,POINT (-80.71264013499967 38.66551020200046),54,SLEP,SLP01,,CRDPREV,AGE,AGE4M5Y,,,,
2019,2019,AL,Alabama,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,29.9,29.9,,,27.9,32,Sex,Male,,,,,POINT (-86.63186076199969 32.84057112200048),1,ART,ART01,,CRDPREV,SEX,SEXM,,,,
2019,2019,AL,Alabama,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,8.1,8.1,,,6.7,9.7,Sex,Male,,,,,POINT (-86.63186076199969 32.84057112200048),1,AST,AST02,,CRDPREV,SEX,SEXM,,,,
2019,2019,AL,Alabama,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,,%,Crude Prevalence,85.2,85.2,,,82.8,87.4,Sex,Female,,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD02,,CRDPREV,SEX,SEXF,,,,
2019,2019,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,2003,2003,,,,,Sex,Female,,,,,POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD08,,NMBR,SEX,SEXF,,,,
2019,2019,AL,Alabama,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,35.1,35.1,,,33.3,36.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,DIS,DIS01,,CRDPREV,RACE,WHT,,,,
2019,2019,AL,Alabama,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,21,21,,,18.7,23.6,Age,Age 18-44,,,,,POINT (-86.63186076199969 32.84057112200048),1,MEN,MEN05,,CRDPREV,AGE,AGE1844,,,,
2019,2019,AL,Alabama,YRBSS,Sleep,Short sleep duration among high school students,,%,Crude Prevalence,80,80,,,75.4,84,Grade,Grade 12,,,,,POINT (-86.63186076199969 32.84057112200048),1,SLEP,SLP02,,CRDPREV,GRADE,GRD12,,,,
2019,2019,AL,Alabama,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,TOB,TOB06,,CRDPREV,RACE,HAPI,,,,
2019,2019,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults,,%,Crude Prevalence,11.1,11.1,,,8.5,14.4,Sex,Female,,,,,POINT (-147.72205903599973 64.84507995700051),2,ALC,ALC06,,CRDPREV,SEX,SEXF,,,,
2019,2019,AK,Alaska,BRFSS,Asthma,Current asthma among adults,,%,Age-adjusted Prevalence,13.3,13.3,,,10.6,16.5,Sex,Female,,,,,POINT (-147.72205903599973 64.84507995700051),2,AST,AST02,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,AK,Alaska,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,70,70,,,60,80,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),2,COPD,COPD05,,CRDRATE,OVERALL,OVR,,,,
2019,2019,AK,Alaska,BRFSS,Disability,Adults with any disability,,%,Age-adjusted Prevalence,25.5,25.5,,,21.9,29.4,Sex,Female,,,,,POINT (-147.72205903599973 64.84507995700051),2,DIS,DIS01,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,AK,Alaska,BRFSS,Health Status,Frequent physical distress among adults,,%,Crude Prevalence,13.4,13.4,,,10.6,16.7,Age,Age 45-64,,,,,POINT (-147.72205903599973 64.84507995700051),2,HEA,HEA03,,CRDPREV,AGE,AGE4564,,,,
2019,2019,AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Crude Prevalence,26.9,26.9,,,22.7,31.6,Age,Age 18-44,,,,,POINT (-147.72205903599973 64.84507995700051),2,NPAW,NPW14,,CRDPREV,AGE,AGE1844,,,,
2019,2019,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults,,%,Crude Prevalence,20.9,20.9,,,18.4,23.6,Age,Age 18-44,,,,,POINT (-111.76381127699972 34.865970280000454),4,ALC,ALC06,,CRDPREV,AGE,AGE1844,,,,
2019,2019,AZ,Arizona,BRFSS,Arthritis,Arthritis among adults,,%,Age-adjusted Prevalence,28.4,28.4,,,21.9,36,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,ART,ART01,,AGEADJPREV,RACE,BLK,,,,
2019,2019,AZ,Arizona,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,,%,Crude Prevalence,61.9,61.9,,,50.6,71.9,Age,Age 18-44,,,,,POINT (-111.76381127699972 34.865970280000454),4,ART,ART06,,CRDPREV,AGE,AGE1844,,,,
2019,2019,AZ,Arizona,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,Number,Number,37,37,,,,,Age,Age >=65,,,,,POINT (-111.76381127699972 34.865970280000454),4,AST,AST01,,NMBR,AGE,AGE65P,,,,
2019,2019,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,,%,Age-adjusted Prevalence,,,*,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,COPD,COPD02,,AGEADJPREV,RACE,ASN,,,,
2020,2020,WV,West Virginia,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude Median,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,Hispanic,,,,,POINT (-80.71264013499967 38.66551020200046),54,ALC,ALC04,,CRDMEDN,RACE,HIS,,,,
2019,2019,AZ,Arizona,YRBSS,Sleep,Short sleep duration among high school students,,%,Crude Prevalence,78.4,78.4,,,75,81.5,Sex,Male,,,,,POINT (-111.76381127699972 34.865970280000454),4,SLEP,SLP02,,CRDPREV,SEX,SEXM,,,,
2019,2019,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults,,%,Age-adjusted Prevalence,33.8,33.8,,,31.6,36.1,Sex,Female,,,,,POINT (-92.27449074299966 34.74865012400045),5,ART,ART01,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,AR,Arkansas,BRFSS,Mental Health,Depression among adults,,%,Crude Prevalence,27.8,27.8,,,24.7,31.1,Age,Age 18-44,,,,,POINT (-92.27449074299966 34.74865012400045),5,MEN,MEN02,,CRDPREV,AGE,AGE1844,,,,
2019,2019,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults,,%,Age-adjusted Prevalence,20.8,20.8,,,18.9,22.9,Sex,Male,,,,,POINT (-72.64984095199964 41.56266102000046),9,ALC,ALC06,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,CT,Connecticut,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Age-adjusted Prevalence,26.9,26.9,,,22.3,32.1,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),9,ART,ART05,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,CT,Connecticut,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,,%,Age-adjusted Prevalence,59.9,59.9,,,51.6,67.7,Sex,Male,,,,,POINT (-72.64984095199964 41.56266102000046),9,ART,ART06,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,CT,Connecticut,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,,%,Crude Prevalence,30,30,,,25.9,34.5,Race/Ethnicity,Hispanic,,,,,POINT (-72.64984095199964 41.56266102000046),9,CVD,CVD03,,CRDPREV,RACE,HIS,,,,
2019,2019,CT,Connecticut,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Crude Prevalence,35.1,35.1,,,33.1,37.1,Sex,Male,,,,,POINT (-72.64984095199964 41.56266102000046),9,CVD,CVD04,,CRDPREV,SEX,SEXM,,,,
2019,2019,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,1252,1252,,,,,Age,Age >=65,,,,,POINT (-72.64984095199964 41.56266102000046),9,CVD,CVD07,,NMBR,AGE,AGE65P,,,,
2019,2019,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Crude Prevalence,45.5,45.5,,,35.3,56.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,IMM,IMM02,,CRDPREV,RACE,BLK,,,,
2019,2019,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Crude Prevalence,47.6,47.6,,,42.1,53.1,Sex,Male,,,,,POINT (-72.64984095199964 41.56266102000046),9,IMM,IMM02,,CRDPREV,SEX,SEXM,,,,
2019,2019,CT,Connecticut,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Crude Prevalence,74.2,74.2,,,72.2,76.1,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),9,IMM,IMM04,,CRDPREV,OVERALL,OVR,,,,
2019,2019,CT,Connecticut,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,9.2,9.2,,,7.8,10.9,Sex,Female,,,,,POINT (-72.64984095199964 41.56266102000046),9,SDOH,SDH09,,CRDPREV,SEX,SEXF,,,,
